ZCTA5CE10,city,latitude,longitude,Area,Affect_area,pct,pop,household,affect
91793,West Covina,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91795,Walnut,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91797,Pomona,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91798,Ontario,34.839964,-115.967051,0,None Affected,None Affect,NA,NA,No
91799,Pomona,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91801,Alhambra,34.090409,-118.127,2789.081268977388,None Affected,None Affect,52735,20521,No
91802,Alhambra,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91803,Alhambra,34.072959,-118.1462,2092.8117570999766,None Affected,None Affect,30322,10385,No
91804,Alhambra,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91841,Alhambra,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91896,Alhambra,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91899,Alhambra,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91901,Alpine,32.823102,-116.73864,57636.523847538876,None Affected,None Affect,17403,6720,No
91902,Bonita,32.663803,-117.02456,5755.891925969536,None Affected,None Affect,17653,6183,No
91903,Alpine,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91905,Boulevard,32.672239,-116.31497,42136.229503769995,None Affected,None Affect,1700,893,No
91906,Campo,32.664307,-116.46513,68000.77915225537,None Affected,None Affect,3627,1518,No
91908,Bonita,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91909,Chula Vista,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91910,Chula Vista,32.638654,-117.06686,7840.505474242742,None Affected,None Affect,75802,27557,No
91911,Chula Vista,32.608799,-117.0607,7625.6391178854465,None Affected,None Affect,82999,25616,No
91912,Chula Vista,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91913,Chula Vista,32.642486,-116.98973,6544.8167618841135,None Affected,None Affect,40971,12865,No
91914,Chula Vista,32.662563,-116.95413,4085.428924256825,None Affected,None Affect,15448,4572,No
91915,Chula Vista,32.638072,-116.95195,5281.946802812974,None Affected,None Affect,24659,7487,No
91916,Descanso,32.890384,-116.62459,25449.877907475744,None Affected,None Affect,1622,793,No
91917,Dulzura,32.616539,-116.71187,23191.597817632588,None Affected,None Affect,992,320,No
91921,Chula Vista,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91927,La Presa,32.701452,-117.002054,0,None Affected,None Affect,NA,NA,No
91931,Guatay,32.852086,-116.55559,9258.07241973454,None Affected,None Affect,592,288,No
91932,Imperial Beach,32.579555,-117.11708,1972.8753710555827,None Affected,None Affect,25718,9883,No
91933,Imperial Beach,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91934,Jacumba,32.624424,-116.17025,29917.17227737496,None Affected,None Affect,737,436,No
91935,Jamul,32.718186,-116.82606,62182.9559268233,None Affected,None Affect,8624,3101,No
91941,La Mesa,32.761801,-117.01273,5177.879791573739,None Affected,None Affect,31779,12856,No
91942,La Mesa,32.785,-117.0186,3756.2404642851197,None Affected,None Affect,38069,18285,No
91943,La Mesa,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91944,La Mesa,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91945,Lemon Grove,32.733451,-117.0337,2509.013437601772,None Affected,None Affect,25460,8915,No
91946,Lemon Grove,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91947,Lincoln Acres,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91948,Mount Laguna,32.875267,-116.42826,12723.267927288613,None Affected,None Affect,78,215,No
91950,National City,32.670903,-117.09272,5140.535268802399,None Affected,None Affect,60322,17167,No
91951,National City,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91962,Pine Valley,32.773317,-116.49139,33032.725832509816,None Affected,None Affect,1646,804,No
91963,Potrero,32.620782,-116.60671,21522.6112297424,None Affected,None Affect,1118,413,No
91976,Spring Valley,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91977,Spring Valley,32.721145,-116.99612,6185.705071331589,None Affected,None Affect,58368,19167,No
91978,Spring Valley,32.732539,-116.95091,4329.968362857913,None Affected,None Affect,8896,3159,No
91979,Spring Valley,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91980,Tecate,32.588485,-116.63034,2288.1106361526226,None Affected,None Affect,165,49,No
91987,Tecate,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
91990,Potrero,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92002,Carlsbad,33.198032,-117.234701,0,None Affected,None Affect,NA,NA,No
92003,Bonsall,33.289265,-117.20011,11285.233466537036,None Affected,None Affect,4746,1995,No
92004,Borrego Springs,33.184028,-116.26597,444206.63124591287,None Affected,None Affect,3881,3288,No
92007,Cardiff By The Sea,33.026742,-117.27816,1857.4072808996116,None Affected,None Affect,10429,4765,No
92008,Carlsbad,33.158137,-117.32646,7557.931641269092,None Affected,None Affect,27649,12799,No
92009,Carlsbad,33.097841,-117.26744,8317.995456294304,None Affected,None Affect,40747,16059,No
92010,Carlsbad,33.15,-117.28,5260.885861373587,None Affected,None Affect,14382,5711,No
92011,Carlsbad,33.1,-117.29,4487.627392436161,None Affected,None Affect,22405,10036,No
92013,Carlsbad,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92014,Del Mar,32.961812,-117.25967,4159.020251855514,None Affected,None Affect,13154,6755,No
92018,Carlsbad,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92019,El Cajon,32.788736,-116.90487,17741.360942420815,None Affected,None Affect,42598,15838,No
92020,El Cajon,32.7991,-116.97334,7124.50579844036,None Affected,None Affect,57767,20894,No
92021,El Cajon,32.8201,-116.91234,19238.853892696636,None Affected,None Affect,65068,23881,No
92022,El Cajon,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92023,Encinitas,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92024,Encinitas,33.053092,-117.26855,11279.571947658322,None Affected,None Affect,49121,20991,No
92025,Escondido,33.106862,-117.07077,14394.039524282185,None Affected,None Affect,49978,15781,No
92026,Escondido,33.181543,-117.11136,23814.191087085972,None Affected,None Affect,48922,18178,No
92027,Escondido,33.142706,-117.03049,40681.413161042736,None Affected,None Affect,53881,17051,No
92028,Fallbrook,33.380359,-117.20605,60676.156745630986,None Affected,None Affect,46239,17325,No
92029,Escondido,33.087868,-117.11558,15414.639520656114,None Affected,None Affect,19021,7364,No
92030,Escondido,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92031,Adelanto,34.587473,-117.406293,0,None Affected,None Affect,NA,NA,No
92033,Escondido,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92036,Julian,33.02757,-116.53109,114418.5352235184,None Affected,None Affect,3440,2227,No
92037,La Jolla,32.838761,-117.26159,9661.438205535658,None Affected,None Affect,46781,20162,No
92038,La Jolla,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92039,La Jolla,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92040,Lakeside,32.873849,-116.90477,42694.6953079584,None Affected,None Affect,41281,15610,No
92046,Escondido,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92049,Oceanside,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92051,Oceanside,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92052,Oceanside,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92054,Oceanside,33.202463,-117.36077,8187.955246956176,None Affected,None Affect,40375,17924,No
92055,Camp Pendleton,33.016928,-116.846046,63002.80588845198,None Affected,None Affect,15655,388,No
92056,Oceanside,33.195354,-117.28232,7964.84100661219,None Affected,None Affect,51835,20128,No
92057,Oceanside,33.240926,-117.29851,9886.697781174922,None Affected,None Affect,54096,18860,No
92058,Oceanside,33.016928,-116.846046,19182.905622957725,None Affected,None Affect,42436,14431,No
92059,Pala,33.369249,-117.07236,17833.3502146324,None Affected,None Affect,1618,569,No
92060,Palomar Mountain,33.308217,-116.8471,45870.5802135472,None Affected,None Affect,218,217,No
92061,Pauma Valley,33.311881,-116.96499,25406.022948166137,None Affected,None Affect,2499,1097,No
92064,Poway,32.973645,-117.03701,26267.373746283607,None Affected,None Affect,47904,16752,No
92065,Ramona,33.035844,-116.8513,106010.36794535302,None Affected,None Affect,35414,12708,No
92066,Ranchita,33.209313,-116.54244,12693.601442396808,None Affected,None Affect,378,211,No
92067,Rancho Santa Fe,33.016492,-117.20264,14464.821830259885,None Affected,None Affect,9535,3990,No
92068,San Luis Rey,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92069,San Marcos,33.144908,-117.17128,10519.755474480664,None Affected,None Affect,46369,14538,No
92070,Santa Ysabel,33.166768,-116.71061,87334.9227998528,None Affected,None Affect,1245,600,No
92071,Santee,32.84681,-116.98983,11370.879259855701,None Affected,None Affect,53422,20052,No
92072,Santee,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92074,Poway,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92075,Solana Beach,32.997543,-117.26087,2567.223038420092,None Affected,None Affect,12056,6163,No
92078,San Marcos,33.122029,-117.15605,10758.676936487669,None Affected,None Affect,42906,17034,No
92079,San Marcos,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92081,Vista,33.18,-117.24,5663.055332410083,None Affected,None Affect,27404,10840,No
92082,Valley Center,33.261748,-117.01027,78684.69885256246,None Affected,None Affect,19037,6711,No
92083,Vista,33.179587,-117.24461,3573.968380739343,None Affected,None Affect,36975,10982,No
92084,Vista,33.213309,-117.21474,16772.53808061692,None Affected,None Affect,47654,15562,No
92085,Vista,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92086,Warner Springs,33.337152,-116.69355,141365.09540444787,None Affected,None Affect,1573,846,No
92088,Fallbrook,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92090,El Cajon,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92091,Rancho Santa Fe,32.993541,-117.21311,416.92728657337534,None Affected,None Affect,1048,620,No
92092,La Jolla,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92093,La Jolla,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92096,San Marcos,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92101,San Diego,32.719601,-117.16246,3165.781554946886,None Affected,None Affect,37095,25169,No
92102,San Diego,32.714992,-117.12537,2965.7163720183207,None Affected,None Affect,43267,14987,No
92103,San Diego,32.746018,-117.16715,2414.323057541909,None Affected,None Affect,31066,19080,No
92104,San Diego,32.742892,-117.12774,2419.940625309538,None Affected,None Affect,44414,22325,No
92105,San Diego,32.741256,-117.0951,3560.426294408104,None Affected,None Affect,69813,21744,No
92106,San Diego,32.7259,-117.23079,4051.0555128935075,None Affected,None Affect,19330,8322,No
92107,San Diego,32.7409,-117.24434,2303.990038277969,None Affected,None Affect,28651,14493,No
92108,San Diego,32.7736,-117.13785,2817.862883225662,None Affected,None Affect,18858,11601,No
92109,San Diego,32.791246,-117.24343,7599.147081511509,None Affected,None Affect,45787,26216,No
92110,San Diego,32.766482,-117.20077,3163.783484292213,None Affected,None Affect,25341,11426,No
92111,San Diego,32.804972,-117.16871,5420.117196786863,None Affected,None Affect,45096,17268,No
92112,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92113,San Diego,32.697402,-117.12001,3377.8680644554233,None Affected,None Affect,56066,13196,No
92114,San Diego,32.706954,-117.0542,5272.67705789542,None Affected,None Affect,65433,17930,No
92115,San Diego,32.7603,-117.07031,4186.656267293064,None Affected,None Affect,58560,22754,No
92116,San Diego,32.76235,-117.12246,2217.9893968381098,None Affected,None Affect,31680,17122,No
92117,San Diego,32.823865,-117.19966,5625.471013503151,None Affected,None Affect,51332,21466,No
92118,Coronado,32.682727,-117.17441,5992.475509121639,None Affected,None Affect,23575,9633,No
92119,San Diego,32.80225,-117.02431,4526.196083909147,None Affected,None Affect,23057,9853,No
92120,San Diego,32.794449,-117.07221,4353.686670264446,None Affected,None Affect,26317,11411,No
92121,San Diego,32.899996,-117.20722,7857.803136899592,None Affected,None Affect,4179,1752,No
92122,San Diego,32.856447,-117.21142999999999,10203.21837378425,None Affected,None Affect,43728,21058,No
92123,San Diego,32.803799,-117.13595,5227.586914863004,None Affected,None Affect,26823,10760,No
92124,San Diego,32.822815,-117.09844,6745.648252573152,None Affected,None Affect,30443,11445,No
92126,San Diego,32.914346,-117.14116,8085.216029901307,None Affected,None Affect,73343,23820,No
92127,San Diego,33.022384,-117.10694,14464.154692072252,None Affected,None Affect,39337,13748,No
92128,San Diego,32.998855,-117.07054,7181.878209524914,None Affected,None Affect,47490,21265,No
92129,San Diego,32.961014,-117.1251,8992.833370912687,None Affected,None Affect,51536,17439,No
92130,San Diego,32.946776,-117.21918,11808.605921889952,None Affected,None Affect,48940,18272,No
92131,San Diego,32.918035,-117.08438,16222.598504492444,None Affected,None Affect,32787,11832,No
92132,San Diego,32.643703,-117.138414,21.887750974513576,None Affected,None Affect,0,0,No
92133,San Diego,32.733507,-117.216451,0,None Affected,None Affect,NA,NA,No
92134,San Diego,32.562106,-117.07166,114.24579004918766,None Affected,None Affect,198,13,No
92135,San Diego,33.016928,-116.846046,298.7779675517648,None Affected,None Affect,571,0,No
92136,San Diego,32.68342,-117.121913,0,None Affected,None Affect,NA,NA,No
92137,San Diego,32.85377,-117.119744,0,None Affected,None Affect,NA,NA,No
92138,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92139,San Diego,32.677286,-117.05241,2317.086002964711,None Affected,None Affect,35125,10629,No
92140,San Diego,32.74344,-117.200412,421.4258070079683,None Affected,None Affect,3435,7,No
92142,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92143,San Ysidro,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92145,San Diego,32.889139,-117.100486,2145.4747267018424,None Affected,None Affect,1449,407,No
92147,San Diego,33.016928,-116.846046,59.927045224152636,None Affected,None Affect,559,1,No
92149,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92150,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92152,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92153,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92154,San Diego,32.574398,-117.05633,24141.87837005399,None Affected,None Affect,79708,21206,No
92155,San Diego,32.671602,-117.165665,139.34507049850984,None Affected,None Affect,550,0,No
92158,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92159,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92160,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92161,San Diego,32.871846,-117.229119,0,None Affected,None Affect,NA,NA,No
92162,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92163,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92164,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92165,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92166,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92167,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92168,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92169,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92170,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92171,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92172,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92173,San Ysidro,32.556264,-117.05057,3364.214738085227,None Affected,None Affect,29429,7870,No
92174,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92175,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92176,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92177,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92178,Coronado,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92179,San Diego,32.572602,-116.918724,0,None Affected,None Affect,NA,NA,No
92182,San Diego,32.775088,-117.076176,0,None Affected,None Affect,NA,NA,No
92184,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92186,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92187,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92190,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92191,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92192,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92193,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92194,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92195,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92196,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92197,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92198,San Diego,33.016928,-116.846046,0,None Affected,None Affect,NA,NA,No
92199,San Diego,32.751575,-117.191848,0,None Affected,None Affect,NA,NA,No
92201,Indio,33.715271,-116.235,14500.585592461404,None Affected,None Affect,61827,22207,No
92202,Indio,33.752886,-116.055617,0,None Affected,None Affect,NA,NA,No
92203,Indio,33.75307,-116.24688,11207.702565190226,None Affected,None Affect,25605,11667,No
92210,Indian Wells,33.70129,-116.34148,8478.772467150839,None Affected,None Affect,4677,4830,No
92211,Palm Desert,33.759409,-116.32317,9727.037260047302,None Affected,None Affect,24294,19948,No
92220,Banning,33.920803,-116.87897,79489.38441050224,None Affected,None Affect,31638,13061,No
92222,Bard,32.782242,-114.561905,1011.9199454949842,None Affected,None Affect,45,25,No
92223,Beaumont,33.945265,-116.9759,27808.10984122771,None Affected,None Affect,43605,15916,No
92225,Blythe,33.628333,-114.61905,385856.6697480412,None Affected,None Affect,24310,8288,No
92226,Blythe,33.59869,-114.652517,0,None Affected,None Affect,NA,NA,No
92227,Brawley,32.98975,-115.50475,355156.55776433804,None Affected,None Affect,26234,8709,No
92230,Cabazon,33.911404,-116.76834,9786.151063543857,None Affected,None Affect,2550,938,No
92231,Calexico,32.683491,-115.48277,36575.81509051737,None Affected,None Affect,39073,10826,No
92232,Calexico,33.026203,-115.284581,0,None Affected,None Affect,NA,NA,No
92233,Calipatria,33.131764,-115.51208,143366.0586798817,None Affected,None Affect,8099,1270,No
92234,Cathedral City,33.807761,-116.46473,10236.663513613028,None Affected,None Affect,51151,20958,No
92235,Cathedral City,33.752886,-116.055617,0,None Affected,None Affect,NA,NA,No
92236,Coachella,33.679872,-116.17656,13999.18416716114,None Affected,None Affect,41083,9968,No
92239,Desert Center,33.830029,-115.40124,91754.78248175795,None Affected,None Affect,223,171,No
92240,Desert Hot Springs,33.952303,-116.50804,23629.118338347766,None Affected,None Affect,34722,14481,No
92241,Desert Hot Springs,33.904371,-116.38634,88465.87231665263,None Affected,None Affect,8803,6283,No
92242,Earp,34.137179,-114.35823,20772.817825255726,None Affected,None Affect,1539,1681,No
92243,El Centro,32.783359,-115.57746,70610.24629399543,None Affected,None Affect,48030,16217,No
92244,El Centro,32.79475,-115.692714,0,None Affected,None Affect,NA,NA,No
92247,La Quinta,33.66,-116.31,0,None Affected,None Affect,NA,NA,No
92248,La Quinta,33.66,-116.31,0,None Affected,None Affect,NA,NA,No
92249,Heber,32.726931,-115.51245,13719.964284161455,None Affected,None Affect,7334,2006,No
92250,Holtville,32.800259,-115.35369,265581.8901019427,None Affected,None Affect,8285,2828,No
92251,Imperial,32.853471,-115.58942,127713.95569539229,None Affected,None Affect,21583,5572,No
92252,Joshua Tree,34.175926,-116.29137,57539.14947552714,None Affected,None Affect,9647,5343,No
92253,La Quinta,33.675373,-116.29649,22659.493736092092,None Affected,None Affect,37262,23339,No
92254,Mecca,33.543836,-115.99404,31368.24716561055,None Affected,None Affect,12768,3093,No
92255,Palm Desert,33.752886,-116.055617,0,None Affected,None Affect,NA,NA,No
92256,Morongo Valley,34.066626,-116.55951,49948.651417576766,None Affected,None Affect,3588,2030,No
92257,Niland,33.330929,-115.61583,525033.2664402704,None Affected,None Affect,2326,1832,No
92258,North Palm Springs,33.921502,-116.56703,6764.20090555965,None Affected,None Affect,861,483,No
92259,Ocotillo,32.722049,-115.95998,207435.862566369,None Affected,None Affect,390,526,No
92260,Palm Desert,33.715672,-116.38496,18264.63768489237,None Affected,None Affect,31753,22799,No
92261,Palm Desert,33.660374,-116.408249,0,None Affected,None Affect,NA,NA,No
92262,Palm Springs,33.842984,-116.54344,23480.66745255052,None Affected,None Affect,26179,18306,No
92263,Palm Springs,33.761076,-116.535887,0,None Affected,None Affect,NA,NA,No
92264,Palm Springs,33.798669,-116.51887,33610.8599577551,None Affected,None Affect,19383,17140,No
92266,Palo Verde,33.387467,-114.71352,208932.10594845944,None Affected,None Affect,234,293,No
92267,Parker Dam,34.286985,-114.17251,11171.874698039448,None Affected,None Affect,126,144,No
92268,Pioneertown,34.203249,-116.56565,51745.80382714969,None Affected,None Affect,574,482,No
92270,Rancho Mirage,33.762944,-116.42249,17313.714167337454,None Affected,None Affect,17220,14244,No
92271,Rancho Mirage,33.53163,-114.892368,0,None Affected,None Affect,NA,NA,No
92273,Seeley,32.792631,-115.69162,4448.443381634689,None Affected,None Affect,1823,583,No
92274,Thermal,33.466287,-116.0688,135447.97222524573,None Affected,None Affect,19801,5980,No
92275,Salton City,33.289347,-115.9565,104619.52270106938,None Affected,None Affect,1506,986,No
92276,Thousand Palms,33.821318,-116.38023,18765.570833728932,None Affected,None Affect,7585,3552,No
92277,Twentynine Palms,34.165696,-116.03343,892825.4263838013,None Affected,None Affect,23911,11910,No
92278,Twentynine Palms,34.360235,-116.20964,508.60529504573344,None Affected,None Affect,3846,141,No
92280,Vidal,34.143497000000004,-114.62411,106285.3033543195,None Affected,None Affect,14,17,No
92281,Westmorland,33.037061,-115.6194,9128.398031609633,None Affected,None Affect,2432,746,No
92282,White Water,33.941487,-116.64506,46861.08039272718,None Affected,None Affect,1239,607,No
92283,Winterhaven,32.786759000000004,-114.62591,480348.4935187698,None Affected,None Affect,3158,1649,No
92284,Yucca Valley,34.161795,-116.41246,70541.44657235609,None Affected,None Affect,25095,11943,No
92285,Landers,34.31039,-116.45012,109446.35938010868,None Affected,None Affect,2632,2517,No
92286,Yucca Valley,34.180251,-116.350003,0,None Affected,None Affect,NA,NA,No
92292,Palm Springs,33.752886,-116.055617,0,None Affected,None Affect,NA,NA,No
92301,Adelanto,34.641695,-117.50803,109134.87449323908,None Affected,None Affect,32725,9470,No
92304,Amboy,34.548138,-115.65796,26338.76244240579,None Affected,None Affect,17,23,No
92305,Angelus Oaks,34.172474,-116.87593,63999.36980779627,None Affected,None Affect,535,629,No
92307,Apple Valley,34.538622,-117.17729,108818.01057713463,None Affected,None Affect,37630,14125,No
92308,Apple Valley,34.447959,-117.19222,59921.11788175783,None Affected,None Affect,39837,15613,No
92309,Baker,35.27295,-116.06504,102538.43836286465,None Affected,None Affect,763,317,No
92310,Fort Irwin,35.262763,-116.69452,1910.0030951587473,None Affected,None Affect,8845,2487,No
92311,Barstow,34.894181,-117.03636,158978.05555475364,None Affected,None Affect,31894,13151,No
92312,Barstow,34.201638,-116.906215,0,None Affected,None Affect,NA,NA,No
92313,Grand Terrace,34.030714,-117.31174,2222.295768437593,None Affected,None Affect,12025,4645,No
92314,Big Bear City,34.255388,-116.85442,19718.42032175713,None Affected,None Affect,10162,9153,No
92315,Big Bear Lake,34.241295,-116.90328,8278.472604339857,None Affected,None Affect,5094,10066,No
92316,Bloomington,34.064062,-117.39432,7045.627232777813,None Affected,None Affect,30830,7527,No
92317,Blue Jay,34.245607,-117.23,0,None Affected,None Affect,NA,NA,No
92318,Bryn Mawr,34.048544,-117.23274,0,None Affected,None Affect,NA,NA,No
92320,Calimesa,33.984551,-117.03767,6791.626318813576,None Affected,None Affect,7788,3654,No
92321,Cedar Glen,34.254199,-117.17563,4189.433369031225,None Affected,None Affect,1522,1393,No
92322,Cedarpines Park,34.839964,-115.967051,1900.7584981263253,None Affected,None Affect,1257,886,No
92323,Cima,35.187237,-115.39727,0,None Affected,None Affect,NA,NA,No
92324,Colton,34.061931,-117.31995,19353.550671958394,None Affected,None Affect,56505,17685,No
92325,Crestline,34.242567,-117.28654,6570.60102277504,None Affected,None Affect,9391,6309,No
92326,Crest Park,34.839964,-115.967051,0,None Affected,None Affect,NA,NA,No
92327,Daggett,34.866837,-116.86379,18218.08836630276,None Affected,None Affect,632,369,No
92328,Death Valley,35.945641,-117.20296,451916.2853513274,None Affected,None Affect,445,331,No
92329,Phelan,34.839964,-115.967051,0,None Affected,None Affect,NA,NA,No
92331,Fontana,34.06,-117.44,0,None Affected,None Affect,NA,NA,No
92332,Essex,35.00224,-115.23936,572620.2556197505,None Affected,None Affect,65,93,No
92333,Fawnskin,34.268344,-116.93842,2667.0148589910627,None Affected,None Affect,472,992,No
92334,Fontana,34.839964,-115.967051,0,None Affected,None Affect,NA,NA,No
92335,Fontana,34.088911,-117.45213,11106.67534838093,None Affected,None Affect,95397,24246,No
92336,Fontana,34.125147,-117.45818,15983.448677038763,None Affected,None Affect,88419,23271,No
92337,Fontana,34.046992,-117.481,8902.451762720118,None Affected,None Affect,37849,9851,No
92338,Ludlow,34.720285,-116.1982,154440.13032631492,None Affected,None Affect,12,5,No
92339,Forest Falls,34.087114,-116.923,6771.672824032121,None Affected,None Affect,885,716,No
92340,Hesperia,34.839964,-115.967051,0,None Affected,None Affect,NA,NA,No
92341,Green Valley Lake,34.241477,-117.07449,4530.923187152691,None Affected,None Affect,410,1096,No
92342,Helendale,34.761696,-117.33444,67965.38799099374,None Affected,None Affect,6379,3107,No
92344,Hesperia,34.39,-117.39,24652.799667733823,None Affected,None Affect,20769,6421,No
92345,Hesperia,34.399992,-117.33999,52627.070700908895,None Affected,None Affect,78715,25758,No
92346,Highland,34.12716,-117.20073,16347.593077727397,None Affected,None Affect,54923,17999,No
92347,Hinkley,34.956205,-117.21994,94043.17506423367,None Affected,None Affect,1692,790,No
92350,Loma Linda,34.839964,-115.967051,0,None Affected,None Affect,NA,NA,No
92352,Lake Arrowhead,34.25629,-117.19132,6932.243816129912,None Affected,None Affect,8004,8544,No
92354,Loma Linda,34.050764,-117.25327,3119.1831858223104,None Affected,None Affect,21559,8594,No
92356,Lucerne Valley,34.481229,-116.90601,252008.09255291108,None Affected,None Affect,6455,3494,No
92357,Loma Linda,34.839964,-115.967051,0,None Affected,None Affect,NA,NA,No
92358,Lytle Creek,34.229288,-117.52082,12664.532867355461,None Affected,None Affect,707,457,No
92359,Mentone,34.083512,-117.09688,11008.31019249213,None Affected,None Affect,8103,3058,No
92363,Needles,34.808718,-114.62664,133746.3408773453,None Affected,None Affect,5321,3976,No
92364,Nipton,35.46019,-115.49467,329177.7418592333,None Affected,None Affect,90,100,No
92365,Newberry Springs,34.896333,-116.63644,111101.59032338459,None Affected,None Affect,2637,1393,No
92366,Mountain Pass,34.839964,-115.967051,0,None Affected,None Affect,NA,NA,No
92368,Oro Grande,34.634147,-117.30614,18164.56047149509,None Affected,None Affect,1113,474,No
92369,Patton,34.839964,-115.967051,0,None Affected,None Affect,NA,NA,No
92371,Phelan,34.453465,-117.53392,89425.53373437801,None Affected,None Affect,16763,6098,No
