ZCTA5CE10,city,latitude,longitude,Area,Affect_area,pct,pop,household,affect
93402,Los Osos,35.313222,-120.83468,21143.647488587987,None Affected,None Affect,14318,6506,No
93403,San Luis Obispo,35.347065,-120.455345,0,None Affected,None Affect,NA,NA,No
93405,San Luis Obispo,35.277189,-120.70305,56284.34554146798,None Affected,None Affect,35440,9346,No
93406,San Luis Obispo,35.347065,-120.455345,0,None Affected,None Affect,NA,NA,No
93407,San Luis Obispo,35.347065,-120.455345,0,None Affected,None Affect,NA,NA,No
93408,San Luis Obispo,35.347065,-120.455345,0,None Affected,None Affect,NA,NA,No
93409,San Luis Obispo,35.221085,-120.636399,0,None Affected,None Affect,NA,NA,No
93410,San Luis Obispo,35.347065,-120.455345,50.919114259913925,None Affected,None Affect,0,0,No
93412,Los Osos,35.347065,-120.455345,0,None Affected,None Affect,NA,NA,No
93420,Arroyo Grande,35.119678,-120.55116,120654.20850471144,None Affected,None Affect,28413,12444,No
93421,Arroyo Grande,35.347065,-120.455345,0,None Affected,None Affect,NA,NA,No
93422,Atascadero,35.474913,-120.676,38740.23138272067,None Affected,None Affect,31375,12744,No
93423,Atascadero,35.428241,-120.769493,0,None Affected,None Affect,NA,NA,No
93424,Avila Beach,35.18554,-120.72583,2084.9420072419753,None Affected,None Affect,1261,919,No
93426,Bradley,35.834919,-120.98093,144217.67718338533,None Affected,None Affect,1401,1260,No
93427,Buellton,34.613014,-120.2051,35822.038517031375,None Affected,None Affect,5505,2141,No
93428,Cambria,35.563246,-121.07736,50532.696694777806,None Affected,None Affect,6314,4196,No
93429,Casmalia,34.842293,-120.5318,4777.225869312866,None Affected,None Affect,154,69,No
93430,Cayucos,35.459347,-120.88947,49206.28596461078,None Affected,None Affect,2972,2537,No
93432,Creston,35.495242,-120.48392,57790.92224509371,None Affected,None Affect,1384,645,No
93433,Grover Beach,35.120934,-120.61952,1421.8135412923364,None Affected,None Affect,13162,5749,No
93434,Guadalupe,34.958896,-120.58014,21484.685632972472,None Affected,None Affect,7110,1900,No
93435,Harmony,35.508282,-121.03551,0,None Affected,None Affect,NA,NA,No
93436,Lompoc,34.639682,-120.4471,140681.2272869223,None Affected,None Affect,54017,18989,No
93437,Lompoc,34.73489,-120.53467,24898.602795685063,None Affected,None Affect,3338,1035,No
93438,Lompoc,34.262834,-119.848555,0,None Affected,None Affect,NA,NA,No
93440,Los Alamos,34.75465,-120.27032,25733.6968077094,None Affected,None Affect,2058,743,No
93441,Los Olivos,34.709973,-120.09201,35157.00306676603,None Affected,None Affect,1530,574,No
93442,Morro Bay,35.373047,-120.83844,29675.308269141155,None Affected,None Affect,10789,6596,No
93443,Morro Bay,35.347065,-120.455345,0,None Affected,None Affect,NA,NA,No
93444,Nipomo,35.032408,-120.49446,44724.16381423162,None Affected,None Affect,19244,7201,No
93445,Oceano,35.097599,-120.61327,11608.14964348854,None Affected,None Affect,7173,3036,No
93446,Paso Robles,35.640589,-120.70418,271480.2490823449,None Affected,None Affect,43714,18374,No
93447,Paso Robles,35.664837,-120.64542,0,None Affected,None Affect,NA,NA,No
93448,Pismo Beach,35.347065,-120.455345,0,None Affected,None Affect,NA,NA,No
93449,Pismo Beach,35.150886,-120.65401,6845.364006674808,None Affected,None Affect,7657,5587,No
93450,San Ardo,35.964022,-120.87339,110822.43383862665,None Affected,None Affect,740,245,No
93451,San Miguel,35.818054,-120.63645,327521.37969366246,None Affected,None Affect,3779,1462,No
93452,San Simeon,35.664386,-121.21965,77438.71627637558,None Affected,None Affect,524,345,No
93453,Santa Margarita,35.323098,-120.08301,399626.25757551723,None Affected,None Affect,2899,1392,No
93454,Santa Maria,34.900809,-120.34876,275702.2741828852,None Affected,None Affect,36448,12393,No
93455,Santa Maria,34.87455,-120.42806,69413.76748711395,None Affected,None Affect,41684,15675,No
93456,Santa Maria,35.027682,-120.196818,0,None Affected,None Affect,NA,NA,No
93457,Santa Maria,34.836252,-120.53421,0,None Affected,None Affect,NA,NA,No
93458,Santa Maria,34.956344,-120.45243,17870.27588826976,None Affected,None Affect,55431,13026,No
93460,Santa Ynez,34.626931,-120.0661,79647.79280794365,None Affected,None Affect,5255,2394,No
93461,Shandon,35.636185,-120.27185,227307.00060300707,None Affected,None Affect,1623,569,No
93463,Solvang,34.608938,-120.13838,19438.349110886957,None Affected,None Affect,7646,3589,No
93464,Solvang,34.674436,-120.111465,0,None Affected,None Affect,NA,NA,No
93465,Templeton,35.54464,-120.72428,56330.033379681234,None Affected,None Affect,9153,3532,No
93475,Oceano,35.1,-120.61,0,None Affected,None Affect,NA,NA,No
93483,Grover Beach,35.347065,-120.455345,0,None Affected,None Affect,NA,NA,No
93492,Morro Bay,35.372861,-120.859391,0,None Affected,None Affect,NA,NA,No
93501,Mojave,35.04535,-118.16141,104908.09477469389,None Affected,None Affect,5467,2418,No
93502,Mojave,35.068161,-118.224785,0,None Affected,None Affect,NA,NA,No
93504,California City,35.187133,-117.885359,0,None Affected,None Affect,NA,NA,No
93505,California City,35.139327,-117.91473,50127.54441815111,None Affected,None Affect,14038,5165,No
93510,Acton,34.497245,-118.18951,46052.31453660849,None Affected,None Affect,7993,2954,No
93512,Benton,37.583838,-118.23615,81092.00610597445,None Affected,None Affect,277,154,No
93513,Big Pine,37.1363,-118.27335,413626.61254676187,None Affected,None Affect,1763,874,No
93514,Bishop,37.282192,-118.38717,717061.7176155623,None Affected,None Affect,13857,6663,No
93515,Bishop,36.626033,-117.218616,0,None Affected,None Affect,NA,NA,No
93516,Boron,35.030694,-117.67264,12339.048464795509,None Affected,None Affect,2299,1233,No
93517,Bridgeport,38.21053,-119.31968,383710.41840124986,None Affected,None Affect,670,686,No
93518,Caliente,35.381552,-118.54748,190874.87335639828,None Affected,None Affect,1146,844,No
93519,Cantil,35.177369,-118.035049,50744.309434317955,None Affected,None Affect,101,86,No
93522,Darwin,36.269728,-117.59002,29589.035126033847,None Affected,None Affect,48,49,No
93523,Edwards,35.044352,-117.8578,62714.98537754659,None Affected,None Affect,3074,1436,No
93524,Edwards,35.294405,-118.905173,1309.8153934984339,None Affected,None Affect,229,0,No
93526,Independence,36.851729,-118.20743,87734.5707600625,None Affected,None Affect,719,473,No
93527,Inyokern,35.734418,-117.89313,349126.64301068505,None Affected,None Affect,2387,1349,No
93528,Johannesburg,35.366197,-117.63618,2427.6762881828363,None Affected,None Affect,172,139,No
93529,June Lake,37.765218,-119.07769,21288.026119564605,None Affected,None Affect,633,825,No
93530,Keeler,36.495772,-117.88289,584.4426743568333,None Affected,None Affect,47,46,No
93531,Keene,35.241311,-118.59338,21974.610149009597,None Affected,None Affect,509,261,No
93532,Lake Hughes,34.676708,-118.45592,72995.98610746262,None Affected,None Affect,2932,1291,No
93534,Lancaster,34.698696,-118.15015,11569.429047009187,None Affected,None Affect,39341,16066,No
93535,Lancaster,34.691946,-117.97756,165132.619055252,None Affected,None Affect,72046,22946,No
93536,Lancaster,34.728857,-118.32683,155943.98906743064,None Affected,None Affect,70918,22620,No
93539,Lancaster,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
93540,Lake Isabella,35.60345,-118.476436,0,None Affected,None Affect,NA,NA,No
93541,Lee Vining,37.973204,-119.12029,211431.0436576296,None Affected,None Affect,449,378,No
93542,Little Lake,36.626033,-117.218616,0,None Affected,None Affect,NA,NA,No
93543,Littlerock,34.533321,-117.94904,38102.56653713462,None Affected,None Affect,13033,3986,No
93544,Llano,34.493392,-117.77444,70244.37554863232,None Affected,None Affect,1259,762,No
93545,Lone Pine,36.589514,-118.07367,68594.71574125274,None Affected,None Affect,2082,1055,No
93546,Mammoth Lakes,37.621587,-118.86279,111705.97562853554,None Affected,None Affect,9567,10470,No
93549,Olancha,36.228484,-117.97084,217131.41304097595,None Affected,None Affect,344,217,No
93550,Palmdale,34.56548,-118.08549,126112.91549418411,None Affected,None Affect,74929,22961,No
93551,Palmdale,34.606146,-118.18495,46926.37507147538,None Affected,None Affect,50798,17144,No
93552,Palmdale,34.561207,-118.0375,31202.41565128657,None Affected,None Affect,38158,10422,No
93553,Pearblossom,34.487552,-117.89885,55429.68433569495,None Affected,None Affect,2138,933,No
93554,Randsburg,35.409108,-117.69966,47434.01825356428,None Affected,None Affect,72,103,No
93555,Ridgecrest,35.599177,-117.68065,52512.61127155406,None Affected,None Affect,32560,14147,No
93556,Ridgecrest,35.294405,-118.905173,0,None Affected,None Affect,NA,NA,No
93558,Red Mountain,34.839964,-115.967051,2343.135109530351,None Affected,None Affect,125,107,No
93560,Rosamond,34.88923,-118.33629,102285.51661881214,None Affected,None Affect,18910,7367,No
93561,Tehachapi,35.132673,-118.50781,169191.43797862623,None Affected,None Affect,34630,12824,No
93562,Trona,35.764433,-117.38202,25471.14959097898,None Affected,None Affect,1818,1008,No
93563,Valyermo,34.394253,-117.69475,25738.715780350412,None Affected,None Affect,388,146,No
93564,Rosamond,34.900151,-118.246691,0,None Affected,None Affect,NA,NA,No
93581,Tehachapi,35.294405,-118.905173,0,None Affected,None Affect,NA,NA,No
93584,Lancaster,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
93586,Lancaster,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
93590,Palmdale,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
93591,Palmdale,34.596742,-117.84467,52821.77419183583,None Affected,None Affect,7285,2235,No
93592,Trona,34.839964,-115.967051,101271.50008459622,None Affected,None Affect,64,44,No
93596,Boron,35.294405,-118.905173,0,None Affected,None Affect,NA,NA,No
93599,Palmdale,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
93601,Ahwahnee,37.388698,-119.72439,28589.55100038467,None Affected,None Affect,1909,884,No
93602,Auberry,37.077273,-119.42982,92276.2608215035,None Affected,None Affect,3862,1878,No
93603,Badger,36.678073,-118.9601,27876.34827464247,None Affected,None Affect,222,218,No
93604,Bass Lake,37.364625,-119.51261,90669.35498310227,None Affected,None Affect,674,1279,No
93605,Big Creek,37.191503,-119.26372,266.5630236291683,None Affected,None Affect,175,117,No
93606,Biola,36.802534,-120.01902,88.78346246632,None Affected,None Affect,1217,266,No
93607,Burrel,36.589797,-119.899405,0,None Affected,None Affect,NA,NA,No
93608,Cantua Creek,36.523482,-120.38428,69963.03077690104,None Affected,None Affect,1114,302,No
93609,Caruthers,36.534599,-119.83592,39340.478042792,None Affected,None Affect,5640,1584,No
93610,Chowchilla,37.100417,-120.27864,174811.2622449979,None Affected,None Affect,23833,5809,No
93611,Clovis,36.840057,-119.66107,7162.672165799748,None Affected,None Affect,45614,15825,No
93612,Clovis,36.813456,-119.70826,4226.948729461858,None Affected,None Affect,35351,14584,No
93613,Clovis,37.036529,-119.511704,0,None Affected,None Affect,NA,NA,No
93614,Coarsegold,37.206505,-119.7207,73688.69508502213,None Affected,None Affect,11661,5329,No
93615,Cutler,36.506019,-119.2866,10706.551297302392,None Affected,None Affect,6042,1471,No
93616,Del Rey,36.657266,-119.59309,8877.206014677167,None Affected,None Affect,2627,709,No
93618,Dinuba,36.538017,-119.38887,42653.30284036822,None Affected,None Affect,28262,7808,No
93619,Clovis,36.91,-119.58,115051.46523727801,None Affected,None Affect,28965,10079,No
93620,Dos Palos,37.029613,-120.64014,111984.55304907491,None Affected,None Affect,9591,3296,No
93621,Dunlap,36.774951,-119.13779,44710.971601927384,None Affected,None Affect,464,213,No
93622,Firebaugh,36.800027,-120.57996,228186.36873106819,None Affected,None Affect,9581,2782,No
93623,Fish Camp,37.463177,-119.64498,19729.05462607695,None Affected,None Affect,69,170,No
93624,Five Points,36.40263,-120.12855,71802.29422834351,None Affected,None Affect,1134,295,No
93625,Fowler,36.6265,-119.67526,15820.106543347558,None Affected,None Affect,7313,2416,No
93626,Friant,37.024461,-119.68496,67614.49068191616,None Affected,None Affect,1359,613,No
93627,Helm,36.523726,-120.10669,22820.405316125638,None Affected,None Affect,123,29,No
93628,Hume,36.780156,-118.91524,23056.697410658944,None Affected,None Affect,327,403,No
93630,Kerman,36.722616,-120.10081,100372.2433096071,None Affected,None Affect,19162,5642,No
93631,Kingsburg,36.506063,-119.54587,51554.18382091646,None Affected,None Affect,15941,5587,No
93633,Kings Canyon National Pk,36.734051,-118.958777,13414.007117778154,None Affected,None Affect,25,256,No
93634,Lakeshore,37.237216,-119.23304,772764.3723302697,None Affected,None Affect,33,622,No
93635,Los Banos,37.048385,-120.86983,171377.8651573348,None Affected,None Affect,38776,12546,No
93636,Madera,36.93,-119.83,125930.16541349134,None Affected,None Affect,11908,4186,No
93637,Madera,36.914819,-120.15817,173188.3042173307,None Affected,None Affect,37743,12241,No
93638,Madera,36.991476,-119.98729,61066.479200785965,None Affected,None Affect,49068,12038,No
93639,Madera,37.160622,-119.945035,0,None Affected,None Affect,NA,NA,No
93640,Mendota,36.701904999999996,-120.42801,73233.90683258009,None Affected,None Affect,11880,2797,No
93641,Miramonte,36.697311,-119.01864,20538.189565983703,None Affected,None Affect,595,438,No
93642,Mono Hot Springs,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93643,North Fork,37.232047,-119.52006,80016.56301851136,None Affected,None Affect,3171,1778,No
93644,Oakhurst,37.405699,-119.56754,59390.94945225099,None Affected,None Affect,8637,4431,No
93645,O Neals,37.146284,-119.67379,34226.36187412516,None Affected,None Affect,318,149,No
93646,Orange Cove,36.623699,-119.30892,27275.908187642937,None Affected,None Affect,10557,2671,No
93647,Orosi,36.565252,-119.24273,68405.57617146723,None Affected,None Affect,11874,2928,No
93648,Parlier,36.61365,-119.52873,14671.517510879305,None Affected,None Affect,15719,3875,No
93649,Piedra,36.841665,-119.349639,0,None Affected,None Affect,NA,NA,No
93650,Fresno,36.841454,-119.79832,457.7275222073671,None Affected,None Affect,4055,1458,No
93651,Prather,37.004865,-119.50748,18405.40748910888,None Affected,None Affect,1674,673,No
93652,Raisin,36.600348,-119.90272,1320.8309754587144,None Affected,None Affect,415,111,No
93653,Raymond,37.236305,-119.92498,154238.47493898481,None Affected,None Affect,1229,570,No
93654,Reedley,36.608675,-119.43761,63435.15419815643,None Affected,None Affect,29776,8832,No
93656,Riverdale,36.45185,-119.93651,70300.47596634086,None Affected,None Affect,6313,1840,No
93657,Sanger,36.72845,-119.53571,139413.81549956638,None Affected,None Affect,34999,11444,No
93660,San Joaquin,36.600172,-120.15338,52311.10338837066,None Affected,None Affect,4675,1130,No
93661,Santa Rita Park,37.186872,-120.650351,0,None Affected,None Affect,NA,NA,No
93662,Selma,36.566779,-119.62201,50563.528458382214,None Affected,None Affect,30237,8979,No
93664,Shaver Lake,37.103957,-119.2644,124860.66188228708,None Affected,None Affect,585,2295,No
93665,South Dos Palos,36.961248,-120.65439,539.1848278344469,None Affected,None Affect,472,144,No
93666,Sultana,36.545749,-119.33907,239.23100012346134,None Affected,None Affect,692,207,No
93667,Tollhouse,36.981035,-119.38254,71829.63204776966,None Affected,None Affect,2604,1060,No
93668,Tranquillity,36.641742,-120.28909,21582.50581808053,None Affected,None Affect,1118,361,No
93669,Wishon,37.284459,-119.53472,4840.692665350785,None Affected,None Affect,295,261,No
93670,Yettem,36.471833,-119.259352,0,None Affected,None Affect,NA,NA,No
93673,Traver,36.455501,-119.48495,530.9775949497447,None Affected,None Affect,713,184,No
93675,Squaw Valley,36.713181,-119.18327,50489.13268669852,None Affected,None Affect,3721,1678,No
93688,Tranquillity,36.648474,-120.248818,0,None Affected,None Affect,NA,NA,No
93701,Fresno,36.749444,-119.78872,966.069548831334,None Affected,None Affect,12529,3828,No
93702,Fresno,36.741199,-119.7553,3368.4556313247876,None Affected,None Affect,48607,12806,No
93703,Fresno,36.767299,-119.765,3017.9064037837843,None Affected,None Affect,31868,10249,No
93704,Fresno,36.794748,-119.80097,3502.4498674297693,None Affected,None Affect,27156,11678,No
93705,Fresno,36.786948,-119.82747,3123.0644030255935,None Affected,None Affect,36703,13085,No
93706,Fresno,36.691036,-119.83321,104621.93913111616,None Affected,None Affect,41087,11392,No
93707,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93708,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93709,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93710,Fresno,36.825582,-119.76358,4481.562752927137,None Affected,None Affect,30202,12181,No
93711,Fresno,36.831723,-119.83198,7330.216592892659,None Affected,None Affect,36731,16376,No
93712,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93714,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93715,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93716,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93717,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93718,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93720,Fresno,36.865587,-119.75917,6401.835910538574,None Affected,None Affect,45191,18236,No
93721,Fresno,36.733193,-119.78473,1316.5191311958413,None Affected,None Affect,6959,1923,No
93722,Fresno,36.801603,-119.88878,12596.062037671407,None Affected,None Affect,76448,25246,No
93723,Fresno,36.77,-119.95,27317.996719885672,None Affected,None Affect,9547,3119,No
93724,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93725,Fresno,36.658599,-119.74097,41965.72351323657,None Affected,None Affect,24979,6974,No
93726,Fresno,36.795249,-119.76293,4105.665550334536,None Affected,None Affect,40705,15033,No
93727,Fresno,36.753177,-119.69703,20810.771470800886,None Affected,None Affect,71820,23644,No
93728,Fresno,36.758598,-119.81022,1958.6749893038914,None Affected,None Affect,15743,6366,No
93729,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93730,Fresno,36.9,-119.75,5287.047227502713,None Affected,None Affect,9941,3869,No
93737,Fresno,36.74,-119.65,0,None Affected,None Affect,NA,NA,No
93740,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93741,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93744,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93745,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93747,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93750,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93755,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93759,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93760,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93761,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93762,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93764,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93765,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93771,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93772,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93773,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93774,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93775,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93776,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93777,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93778,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93779,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93780,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93782,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93784,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93786,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93790,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93791,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93792,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93793,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93794,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93825,Wofford Heights,35.717406,-118.466755,0,None Affected,None Affect,NA,NA,No
93844,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93888,Fresno,36.746375,-119.639658,0,None Affected,None Affect,NA,NA,No
93901,Salinas,36.665879,-121.65497,9356.278371725015,None Affected,None Affect,26863,10603,No
93902,Salinas,36.35433,-121.132928,0,None Affected,None Affect,NA,NA,No
93905,Salinas,36.681161,-121.61538,5978.132948644072,None Affected,None Affect,61087,13157,No
93906,Salinas,36.709717,-121.63997,8377.431147867599,None Affected,None Affect,59461,17788,No
93907,Salinas,36.754058,-121.66472,34744.04123160968,None Affected,None Affect,21726,7512,No
93908,Salinas,36.619954,-121.65145,138993.1867406686,None Affected,None Affect,13043,4854,No
93912,Salinas,36.35433,-121.132928,0,None Affected,None Affect,NA,NA,No
93915,Salinas,36.35433,-121.132928,0,None Affected,None Affect,NA,NA,No
93920,Big Sur,36.133401,-121.63798,241219.5258796785,None Affected,None Affect,1369,864,No
93921,Carmel,36.555248,-121.9212,678.4585491072073,None Affected,None Affect,3281,3139,No
93922,Carmel,36.543261,-121.926315,0,None Affected,None Affect,NA,NA,No
93923,Carmel,36.517261,-121.89436,85003.5576458198,None Affected,None Affect,12073,7476,No
93924,Carmel Valley,36.447533,-121.68611,121800.86306730875,None Affected,None Affect,6279,3094,No
93925,Chualar,36.581329,-121.46597,35065.44316457513,None Affected,None Affect,1671,405,No
93926,Gonzales,36.518179,-121.42557,37958.14300899593,None Affected,None Affect,8726,2153,No
93927,Greenfield,36.300819,-121.2904,169592.50085346552,None Affected,None Affect,17547,4347,No
93928,Jolon,36.015388,-121.24839,12238.795185283603,None Affected,None Affect,506,82,No
93930,King City,36.21106,-121.05986,233376.0109616497,None Affected,None Affect,15866,4260,No
93932,Lockwood,35.987276,-121.04788,64608.322674911906,None Affected,None Affect,592,292,No
93933,Marina,36.678155,-121.79724,8652.693379912434,None Affected,None Affect,22406,8409,No
93940,Monterey,36.586193,-121.88667,13595.441911951853,None Affected,None Affect,31615,15281,No
93942,Monterey,36.35433,-121.132928,0,None Affected,None Affect,NA,NA,No
93943,Monterey,36.35433,-121.132928,112.20486297847992,None Affected,None Affect,6,5,No
93944,Monterey,36.606225,-121.908915,0,None Affected,None Affect,NA,NA,No
93950,Pacific Grove,36.619065,-121.92102,2232.849320310528,None Affected,None Affect,15046,8171,No
93953,Pebble Beach,36.59081,-121.9461,5905.881550424842,None Affected,None Affect,4509,2809,No
93954,San Lucas,36.126393,-120.91784,23466.298364048573,None Affected,None Affect,302,93,No
93955,Seaside,36.615813,-121.83461,18468.69214424637,None Affected,None Affect,33359,11017,No
93960,Soledad,36.41176,-121.32617,133815.29927072383,None Affected,None Affect,27080,4359,No
93962,Spreckels,36.624606,-121.64655,78.4269378511458,None Affected,None Affect,673,246,No
94002,Belmont,37.516687,-122.29026,3641.220538720086,None Affected,None Affect,25992,11108,No
94003,Belmont,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94005,Brisbane,37.682882,-122.40422,2914.346263999255,None Affected,None Affect,4282,1934,No
94010,Burlingame,37.574936,-122.36332,7641.928772382244,None Affected,None Affect,40737,17348,No
94011,Burlingame,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94012,Burlingame,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94013,Daly City,37.7,-122.45,0,None Affected,None Affect,NA,NA,No
94014,Daly City,37.699182,-122.45035,4041.5125876071993,None Affected,None Affect,47014,14284,No
94015,Daly City,37.682583,-122.48209,3692.658561835309,None Affected,None Affect,60927,20678,No
94016,Daly City,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94017,Daly City,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94018,El Granada,37.510085,-122.473404,0,None Affected,None Affect,NA,NA,No
94019,Half Moon Bay,37.47584,-122.44323,34008.55749181079,31316.49,92.08,18424,7096,Yes
94020,La Honda,37.28842,-122.22457,35714.265091925656,28887.03,80.88,1559,849,Yes
94021,Loma Mar,37.271753,-122.27672,2894.0095535295077,2201.56,76.07,192,115,Yes
94022,Los Altos,37.37714,-122.12412,11170.457772671365,3061.78,27.41,18500,7479,Yes
94023,Los Altos,37.189396,-121.705327,0,None Affected,None Affect,NA,NA,No
94024,Los Altos,37.353741,-122.08717,4688.253169857326,343.76,7.33,22385,8178,Yes
94025,Menlo Park,37.451688,-122.18385,7545.273326954989,4.19,0.06,40526,16271,Yes
94026,Menlo Park,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94027,Atherton,37.458615,-122.20009,3348.4304812877417,126.71,3.78,7089,2616,Yes
94028,Portola Valley,37.374421,-122.213,9824.932813798057,7651.33,77.88,6534,2744,Yes
94029,Menlo Park,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94030,Millbrae,37.600735,-122.40135,2170.0501653693627,None Affected,None Affect,21536,8374,No
94031,Millbrae,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94035,Mountain View,37.189396,-121.705327,0,None Affected,None Affect,NA,NA,No
94037,Montara,37.539839,-122.50819,3701.104477092813,3000.62,81.07,2913,1169,Yes
94038,Moss Beach,37.52489,-122.50991,1005.5841016052891,1005.58,100,3040,1109,Yes
94039,Mountain View,37.189396,-121.705327,0,None Affected,None Affect,NA,NA,No
94040,Mountain View,37.380207,-122.08787,2357.433208064489,None Affected,None Affect,32996,14492,No
94041,Mountain View,37.38949,-122.07846,985.2310684963019,None Affected,None Affect,13292,6331,No
94042,Mountain View,37.189396,-121.705327,0,None Affected,None Affect,NA,NA,No
94043,Mountain View,37.40679,-122.07461,6838.103946710125,None Affected,None Affect,28358,13213,No
94044,Pacifica,37.613806,-122.48229,9405.371050065927,897.04,9.54,37296,14550,Yes
94045,Pacifica,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94059,Redwood City,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94060,Pescadero,37.203092,-122.33718,46907.323693474595,38186.66,81.41,1554,650,Yes
94061,Redwood City,37.463911,-122.23396,2461.721704822667,None Affected,None Affect,36245,14010,No
94062,Redwood City,37.444879,-122.26253,45986.91938952964,34319.14,74.63,25876,10547,Yes
94063,Redwood City,37.483504,-122.2144,5071.8274013854125,None Affected,None Affect,30949,9175,No
94064,Redwood City,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94065,Redwood City,37.533538,-122.24602,1979.2544043737273,None Affected,None Affect,11359,4943,No
94066,San Bruno,37.625908,-122.42363,3928.1892414673157,None Affected,None Affect,41130,15360,No
94067,San Bruno,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94070,San Carlos,37.499175,-122.26655,3928.4765201188743,None Affected,None Affect,29166,12341,No
94071,San Carlos,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94074,San Gregorio,37.317278,-122.36526,11880.249403856427,11844.42,99.7,214,101,Yes
94080,South San Francisco,37.652857,-122.4301,6647.299458681121,None Affected,None Affect,63975,21946,No
94083,South San Francisco,37.381144,-122.334825,0,None Affected,None Affect,NA,NA,No
94085,Sunnyvale,37.38894,-122.017956,2238.8180384429465,None Affected,None Affect,21247,8076,No
94086,Sunnyvale,37.378341,-122.02398,2857.4302551506503,None Affected,None Affect,45697,19359,No
94087,Sunnyvale,37.350091,-122.03602,4217.10455181227,342.18,8.11,54293,20977,Yes
94088,Sunnyvale,37.189396,-121.705327,0,None Affected,None Affect,NA,NA,No
